user,age_level,brand,clk,time_stamp,time_idx
1964,4,143597.0,0,2017-05-08 22:41:47,10
2060,4,98931.0,0,2017-05-07 07:07:51,3
2060,4,98931.0,0,2017-05-07 07:07:51,4
2060,4,98931.0,0,2017-05-07 09:20:11,6
2060,4,98931.0,0,2017-05-07 09:20:11,7
2060,4,98931.0,0,2017-05-07 15:21:53,9
2060,4,98931.0,0,2017-05-07 15:21:53,10
2138,2,146115.0,0,2017-05-06 08:55:32,3
2138,2,82527.0,0,2017-05-09 07:27:45,10
2359,2,146115.0,0,2017-05-10 05:29:03,4
2359,2,146115.0,1,2017-05-13 04:38:23,8
2359,2,146115.0,0,2017-05-13 06:02:29,10
2544,2,82527.0,0,2017-05-10 13:18:57,9
2544,2,82527.0,0,2017-05-11 14:08:53,10
2636,3,353787.0,0,2017-05-08 02:55:11,10
2676,2,234846.0,0,2017-05-13 09:18:41,10
2804,3,342760.0,0,2017-05-08 08:50:23,10
2839,3,342760.0,0,2017-05-11 07:26:42,3
2839,3,98931.0,0,2017-05-11 22:48:18,10
2914,4,342760.0,0,2017-05-08 10:14:47,10
3026,4,98931.0,0,2017-05-06 03:42:02,2
3026,4,98931.0,0,2017-05-06 14:02:29,3
3026,4,98931.0,0,2017-05-06 14:02:29,5
3026,4,98931.0,0,2017-05-07 03:40:43,6
3026,4,98931.0,0,2017-05-08 04:03:44,8
3026,4,98931.0,0,2017-05-08 11:22:21,10
3173,3,454237.0,0,2017-05-08 14:30:28,1
3173,3,82527.0,0,2017-05-12 16:44:54,9
3173,3,82527.0,0,2017-05-12 16:44:54,10
3244,4,234846.0,0,2017-05-07 08:40:45,10
3273,2,247789.0,0,2017-05-07 11:14:55,2
3273,2,247789.0,0,2017-05-12 00:30:40,8
3273,2,146115.0,0,2017-05-13 10:32:07,10
3274,3,353787.0,0,2017-05-13 15:38:16,7
3274,3,353787.0,1,2017-05-13 15:38:16,9
3274,3,353787.0,0,2017-05-13 15:38:16,10
3332,3,234846.0,0,2017-05-07 13:14:50,9
3332,3,146115.0,0,2017-05-07 13:44:59,10
3398,5,454237.0,0,2017-05-12 06:26:53,10
3449,3,353787.0,0,2017-05-09 11:20:18,10
3520,5,234846.0,0,2017-05-09 13:10:50,3
3520,5,247789.0,0,2017-05-09 13:10:50,4
3520,5,234846.0,0,2017-05-11 05:04:04,9
3520,5,234846.0,0,2017-05-11 05:04:04,10
3564,2,454237.0,0,2017-05-11 16:02:56,10
3646,2,146115.0,0,2017-05-07 23:58:56,1
3646,2,146115.0,0,2017-05-09 00:49:47,2
3646,2,146115.0,0,2017-05-10 15:00:22,9
3646,2,234846.0,0,2017-05-11 11:58:02,10
3843,2,143597.0,0,2017-05-11 10:02:08,10
3867,2,143597.0,0,2017-05-07 14:30:33,6
3867,2,247789.0,0,2017-05-09 00:08:08,10
3891,5,234846.0,0,2017-05-10 13:39:35,10
4156,3,247789.0,0,2017-05-12 07:48:25,10
4252,3,454237.0,0,2017-05-07 04:53:40,4
4252,3,82527.0,0,2017-05-11 23:58:35,10
4300,2,353787.0,0,2017-05-11 07:34:51,7
4300,2,353787.0,0,2017-05-11 07:34:51,8
4300,2,353787.0,0,2017-05-11 08:13:19,10
4556,2,146115.0,1,2017-05-11 05:32:51,5
4556,2,146115.0,0,2017-05-13 08:52:22,8
4556,2,146115.0,0,2017-05-13 15:01:02,10
4563,5,247789.0,0,2017-05-13 05:07:50,9
4563,5,146115.0,0,2017-05-13 05:07:50,10
4648,3,247789.0,0,2017-05-13 08:55:33,8
4648,3,234846.0,0,2017-05-13 12:57:43,10
4720,5,247789.0,0,2017-05-10 14:00:14,10
4807,2,82527.0,0,2017-05-11 00:37:40,1
4807,2,82527.0,0,2017-05-11 00:37:40,3
4807,2,82527.0,0,2017-05-11 13:39:49,5
4807,2,82527.0,0,2017-05-12 23:50:31,9
4807,2,82527.0,0,2017-05-13 04:50:29,10
4933,1,234846.0,0,2017-05-07 23:13:41,4
4933,1,234846.0,0,2017-05-10 16:11:38,10
5051,3,234846.0,0,2017-05-10 05:37:15,7
5051,3,454237.0,0,2017-05-10 06:41:40,9
5051,3,234846.0,0,2017-05-10 06:41:40,10
5117,2,82527.0,0,2017-05-06 14:58:34,1
5117,2,143597.0,0,2017-05-11 14:25:28,10
5204,2,146115.0,0,2017-05-05 23:16:30,2
5204,2,247789.0,0,2017-05-09 07:44:30,10
5211,5,234846.0,0,2017-05-11 13:32:27,10
5231,4,353787.0,1,2017-05-13 14:30:28,10
5797,3,342760.0,0,2017-05-06 09:46:23,4
5797,3,247789.0,0,2017-05-07 10:10:30,10
6109,5,234846.0,1,2017-05-07 08:23:17,5
6109,5,234846.0,0,2017-05-11 09:06:34,10
6121,3,247789.0,0,2017-05-07 06:07:48,10
6132,4,247789.0,0,2017-05-05 22:14:02,1
6132,4,234846.0,1,2017-05-07 22:53:54,3
6132,4,234846.0,0,2017-05-11 22:50:03,10
6252,5,454237.0,1,2017-05-09 14:11:35,7
6252,5,454237.0,0,2017-05-10 04:13:38,10
6464,3,247789.0,0,2017-05-12 07:56:39,8
6464,3,247789.0,0,2017-05-13 05:34:48,10
6613,3,454237.0,0,2017-05-10 06:45:03,10
6650,5,234846.0,0,2017-05-06 11:13:55,1
6650,5,234846.0,0,2017-05-06 22:38:02,3
6650,5,234846.0,0,2017-05-07 09:37:35,4
6650,5,234846.0,0,2017-05-08 12:45:18,10
6739,4,234846.0,0,2017-05-06 11:46:00,0
6739,4,247789.0,0,2017-05-11 21:10:01,10
7162,3,95766.0,0,2017-05-09 01:50:46,10
7211,3,454237.0,0,2017-05-11 18:48:01,2
7211,3,247789.0,0,2017-05-13 15:30:02,10
7215,3,95766.0,0,2017-05-13 12:32:29,10
7260,1,146115.0,0,2017-05-12 10:35:57,10
7458,3,234846.0,0,2017-05-07 13:41:35,1
7458,3,234846.0,0,2017-05-07 13:41:35,3
7458,3,82527.0,0,2017-05-12 03:44:13,8
7458,3,82527.0,0,2017-05-12 04:34:15,10
7575,4,234846.0,0,2017-05-08 11:19:32,9
7575,4,234846.0,0,2017-05-08 11:19:32,10
7605,2,234846.0,0,2017-05-13 08:18:26,9
7605,2,95766.0,0,2017-05-13 08:18:26,10
7969,1,82527.0,0,2017-05-11 10:43:56,8
7969,1,82527.0,0,2017-05-13 05:02:08,9
7969,1,82527.0,0,2017-05-13 05:25:25,10
7970,4,353787.0,0,2017-05-10 12:52:06,10
8213,5,247789.0,0,2017-05-13 10:13:07,8
8213,5,247789.0,0,2017-05-13 10:13:07,10
8297,2,146115.0,0,2017-05-08 09:30:51,0
8297,2,82527.0,0,2017-05-08 09:30:51,1
8297,2,146115.0,0,2017-05-08 11:04:24,4
8297,2,146115.0,0,2017-05-08 11:06:31,8
8297,2,234846.0,0,2017-05-08 11:06:31,10
8441,2,454237.0,0,2017-05-09 23:04:17,10
8506,2,342760.0,0,2017-05-09 04:14:10,4
8506,2,342760.0,0,2017-05-09 16:12:04,9
8506,2,342760.0,1,2017-05-09 16:12:04,10
8512,3,234846.0,0,2017-05-11 10:05:47,10
8527,3,247789.0,1,2017-05-08 04:27:04,6
8527,3,247789.0,0,2017-05-09 18:54:38,10
8767,2,82527.0,1,2017-05-10 23:51:33,9
8767,2,82527.0,0,2017-05-10 23:51:33,10
9486,1,82527.0,0,2017-05-11 07:07:24,10
9522,1,342760.0,0,2017-05-11 04:16:38,10
9640,3,247789.0,0,2017-05-06 00:59:34,0
9640,3,247789.0,0,2017-05-08 11:08:24,10
9797,3,353787.0,0,2017-05-12 05:53:08,1
9797,3,247789.0,0,2017-05-13 02:39:47,10
9909,3,247789.0,0,2017-05-08 06:50:34,4
9909,3,95766.0,0,2017-05-13 06:11:29,10
9964,3,234846.0,0,2017-05-12 05:31:08,10
10227,2,342760.0,1,2017-05-09 01:28:06,3
10227,2,342760.0,0,2017-05-10 23:54:56,10
10576,5,454237.0,0,2017-05-07 09:05:18,2
10576,5,234846.0,0,2017-05-07 14:32:23,5
10576,5,234846.0,0,2017-05-12 13:30:29,10
10726,5,247789.0,1,2017-05-07 22:32:45,10
10727,2,82527.0,0,2017-05-05 17:03:26,1
10727,2,82527.0,0,2017-05-08 17:00:40,3
10727,2,82527.0,0,2017-05-12 17:40:50,9
10727,2,82527.0,0,2017-05-12 17:40:50,10
11417,5,454237.0,0,2017-05-10 09:29:25,10
11509,3,454237.0,0,2017-05-11 14:50:07,8
11509,3,234846.0,0,2017-05-13 01:57:05,10
11521,5,82527.0,0,2017-05-12 11:59:52,9
11521,5,82527.0,0,2017-05-12 11:59:52,10
11548,4,247789.0,1,2017-05-13 01:06:41,10
11566,3,247789.0,0,2017-05-11 15:42:27,10
11736,2,454237.0,1,2017-05-08 09:11:55,5
11736,2,454237.0,0,2017-05-11 09:31:23,6
11736,2,82527.0,0,2017-05-11 22:54:14,9
11736,2,143597.0,0,2017-05-13 06:07:21,10
11827,3,82527.0,0,2017-05-07 10:03:10,10
11927,5,143597.0,0,2017-05-06 06:57:45,2
11927,5,234846.0,0,2017-05-11 06:36:46,10
11947,4,98931.0,0,2017-05-11 15:49:55,10
12330,4,247789.0,0,2017-05-07 08:23:09,10
12419,5,342760.0,0,2017-05-07 09:14:29,10
12838,1,247789.0,0,2017-05-09 14:47:47,8
12838,1,342760.0,1,2017-05-11 04:05:36,10
13223,5,98931.0,0,2017-05-12 10:24:22,5
13223,5,98931.0,0,2017-05-12 10:24:22,7
13223,5,98931.0,0,2017-05-13 12:42:09,10
13429,5,234846.0,0,2017-05-09 07:54:43,2
13429,5,247789.0,0,2017-05-09 07:54:43,3
13429,5,234846.0,0,2017-05-13 05:11:50,9
13429,5,247789.0,0,2017-05-13 05:11:50,10
13466,2,247789.0,0,2017-05-06 23:11:23,1
13466,2,247789.0,0,2017-05-09 10:15:14,3
13466,2,247789.0,0,2017-05-09 15:54:46,6
13466,2,234846.0,0,2017-05-13 13:36:49,10
13509,4,247789.0,0,2017-05-09 13:51:41,10
13512,3,98931.0,0,2017-05-07 09:26:40,10
13581,3,247789.0,0,2017-05-07 06:58:55,10
13588,3,234846.0,0,2017-05-11 07:41:05,8
13588,3,82527.0,0,2017-05-11 10:55:35,10
13715,5,234846.0,0,2017-05-12 03:26:41,10
13855,4,454237.0,0,2017-05-12 13:32:20,10
13874,5,143597.0,0,2017-05-06 00:41:19,5
13874,5,247789.0,0,2017-05-06 01:20:57,10
13934,4,234846.0,0,2017-05-13 05:56:44,10
14135,3,82527.0,0,2017-05-12 04:55:26,10
14212,5,95766.0,0,2017-05-10 14:42:14,10
14237,3,247789.0,0,2017-05-13 08:20:50,10
14292,5,247789.0,0,2017-05-06 02:25:54,1
14292,5,146115.0,0,2017-05-06 10:22:37,5
14292,5,247789.0,0,2017-05-09 07:31:42,10
14511,2,342760.0,1,2017-05-10 02:10:09,2
14511,2,234846.0,0,2017-05-12 07:24:10,7
14511,2,342760.0,0,2017-05-13 02:42:52,10
14529,2,454237.0,0,2017-05-07 11:15:47,0
14529,2,234846.0,0,2017-05-11 16:05:46,10
14568,2,454237.0,0,2017-05-07 05:58:33,6
14568,2,95766.0,0,2017-05-09 07:31:58,10
14737,3,247789.0,1,2017-05-08 11:53:17,7
14737,3,247789.0,0,2017-05-11 14:58:40,10
14790,3,234846.0,1,2017-05-06 05:18:47,0
14790,3,234846.0,0,2017-05-06 05:18:47,1
14790,3,143597.0,1,2017-05-06 05:18:47,2
14790,3,234846.0,0,2017-05-09 14:25:43,4
14790,3,234846.0,0,2017-05-09 14:25:43,5
14790,3,98931.0,0,2017-05-11 15:18:39,7
14790,3,234846.0,0,2017-05-11 15:18:39,8
14790,3,234846.0,0,2017-05-12 23:23:06,10
14877,4,234846.0,0,2017-05-09 02:12:41,10
15010,3,82527.0,0,2017-05-08 12:43:46,5
15010,3,143597.0,0,2017-05-11 15:31:51,10
15167,5,82527.0,0,2017-05-11 15:26:55,7
15167,5,82527.0,0,2017-05-12 23:54:38,10
15185,5,98931.0,0,2017-05-12 08:17:52,10
15260,3,247789.0,0,2017-05-11 10:15:46,0
15260,3,247789.0,0,2017-05-11 10:15:46,1
15260,3,95766.0,0,2017-05-11 15:14:12,4
15260,3,234846.0,0,2017-05-12 02:27:01,9
15260,3,234846.0,0,2017-05-12 02:27:01,10
15347,3,454237.0,0,2017-05-09 06:21:22,2
15347,3,454237.0,0,2017-05-10 11:23:28,10
15541,2,146115.0,0,2017-05-06 10:40:39,1
15541,2,146115.0,0,2017-05-06 10:40:39,2
15541,2,247789.0,0,2017-05-08 08:10:07,10
15641,5,98931.0,0,2017-05-05 16:51:52,0
15641,5,98931.0,0,2017-05-08 14:44:51,4
15641,5,98931.0,0,2017-05-13 14:15:20,7
15641,5,98931.0,0,2017-05-13 14:15:20,8
15641,5,95766.0,0,2017-05-13 15:18:28,10
15830,5,146115.0,0,2017-05-07 09:20:36,10
15850,3,234846.0,0,2017-05-05 19:53:02,1
15850,3,234846.0,0,2017-05-05 19:53:02,2
15850,3,234846.0,0,2017-05-05 22:15:15,3
15850,3,234846.0,0,2017-05-11 18:03:40,7
15850,3,247789.0,0,2017-05-11 18:03:40,8
15850,3,234846.0,0,2017-05-12 15:53:40,10
15955,3,234846.0,0,2017-05-06 07:12:21,0
15955,3,95766.0,0,2017-05-11 07:13:21,10
16167,5,342760.0,0,2017-05-08 01:14:57,3
16167,5,454237.0,1,2017-05-11 04:10:57,10
16192,3,95766.0,0,2017-05-05 23:42:52,2
16192,3,95766.0,0,2017-05-08 13:33:04,4
16192,3,95766.0,0,2017-05-10 02:29:38,10
16452,3,82527.0,0,2017-05-09 07:19:24,3
16452,3,82527.0,0,2017-05-11 03:49:50,5
16452,3,82527.0,0,2017-05-11 03:49:50,7
16452,3,82527.0,0,2017-05-13 05:15:37,10
16483,4,247789.0,0,2017-05-13 11:11:46,10
16484,4,454237.0,0,2017-05-07 10:56:11,3
16484,4,454237.0,0,2017-05-08 08:41:27,10
16489,1,82527.0,0,2017-05-10 11:55:33,5
16489,1,82527.0,0,2017-05-11 01:40:47,7
16489,1,82527.0,0,2017-05-11 01:40:47,8
16489,1,82527.0,0,2017-05-12 00:12:31,9
16489,1,82527.0,0,2017-05-12 00:12:31,10
16549,5,353787.0,0,2017-05-07 04:35:47,6
16549,5,353787.0,0,2017-05-07 05:43:40,10
16582,5,82527.0,0,2017-05-08 10:25:59,4
16582,5,342760.0,0,2017-05-12 09:54:28,10
16702,3,143597.0,0,2017-05-06 17:16:39,1
16702,3,95766.0,0,2017-05-10 05:13:37,5
16702,3,95766.0,0,2017-05-11 10:04:08,10
16787,2,82527.0,0,2017-05-13 14:48:51,10
16962,2,342760.0,0,2017-05-10 06:06:47,1
16962,2,143597.0,0,2017-05-12 07:45:31,10
17077,5,454237.0,0,2017-05-08 17:53:03,7
17077,5,98931.0,0,2017-05-10 04:21:11,10
17119,1,342760.0,0,2017-05-09 04:03:18,5
17119,1,98931.0,0,2017-05-10 16:46:34,10
17298,4,342760.0,0,2017-05-08 07:15:10,2
17298,4,247789.0,0,2017-05-11 15:01:03,10
17582,4,247789.0,0,2017-05-06 23:45:26,8
17582,4,95766.0,0,2017-05-10 03:42:05,10
17623,2,247789.0,0,2017-05-08 05:32:47,10
17774,1,342760.0,0,2017-05-11 12:58:37,9
17774,1,146115.0,0,2017-05-11 12:58:37,10
18043,1,82527.0,0,2017-05-10 11:25:30,6
18043,1,82527.0,0,2017-05-10 12:26:46,7
18043,1,82527.0,1,2017-05-12 23:07:43,10
18148,2,82527.0,1,2017-05-07 15:46:11,0
18148,2,82527.0,0,2017-05-13 10:15:02,5
18148,2,82527.0,0,2017-05-13 10:15:02,7
18148,2,82527.0,0,2017-05-13 12:10:25,10
18214,2,82527.0,0,2017-05-06 14:04:04,0
18214,2,82527.0,0,2017-05-06 14:29:47,5
18214,2,82527.0,0,2017-05-11 10:53:14,10
18271,3,234846.0,0,2017-05-09 12:59:00,10
18302,2,234846.0,0,2017-05-10 04:16:50,4
18302,2,454237.0,0,2017-05-13 04:28:34,9
18302,2,234846.0,0,2017-05-13 04:28:34,10
18337,4,454237.0,0,2017-05-07 12:10:53,5
18337,4,454237.0,0,2017-05-12 03:02:52,10
18462,3,143597.0,0,2017-05-08 01:52:23,10
18470,3,234846.0,0,2017-05-06 01:42:56,0
18470,3,234846.0,0,2017-05-10 02:14:11,8
18470,3,146115.0,0,2017-05-10 02:14:37,10
18521,5,234846.0,0,2017-05-12 14:53:48,10
18607,1,98931.0,0,2017-05-06 06:39:56,1
18607,1,146115.0,0,2017-05-08 17:12:28,4
18607,1,143597.0,0,2017-05-08 17:12:28,5
18607,1,146115.0,0,2017-05-08 17:12:28,6
18607,1,146115.0,0,2017-05-10 13:09:10,7
18607,1,146115.0,0,2017-05-10 15:03:01,8
18607,1,146115.0,0,2017-05-11 03:14:38,9
18607,1,146115.0,0,2017-05-11 10:23:21,10
18750,5,353787.0,1,2017-05-13 01:08:33,10
19300,4,82527.0,0,2017-05-11 01:35:06,10
19406,3,98931.0,0,2017-05-06 05:14:27,2
19406,3,247789.0,1,2017-05-13 07:55:30,9
19406,3,82527.0,0,2017-05-13 07:55:30,10
19560,4,82527.0,0,2017-05-09 21:55:02,5
19560,4,82527.0,0,2017-05-09 21:55:52,10
19638,5,247789.0,0,2017-05-09 11:36:24,10
19645,5,98931.0,0,2017-05-10 01:08:07,5
19645,5,98931.0,0,2017-05-10 01:38:11,6
19645,5,98931.0,0,2017-05-10 01:38:11,7
19645,5,98931.0,0,2017-05-10 01:38:11,8
19645,5,98931.0,0,2017-05-10 02:47:41,10
19744,5,95766.0,0,2017-05-06 14:52:23,2
19744,5,95766.0,0,2017-05-08 16:07:30,10
20085,4,234846.0,0,2017-05-07 13:03:24,7
20085,4,234846.0,0,2017-05-10 12:26:06,10
20150,4,342760.0,0,2017-05-10 07:40:29,4
20150,4,353787.0,0,2017-05-10 23:53:37,10
20205,3,82527.0,0,2017-05-07 04:25:06,4
20205,3,454237.0,0,2017-05-09 03:51:24,10
20227,4,234846.0,0,2017-05-12 14:39:43,10
20461,3,353787.0,0,2017-05-07 15:01:01,5
20461,3,353787.0,0,2017-05-07 15:01:53,10
20464,3,146115.0,0,2017-05-07 13:16:31,4
20464,3,143597.0,0,2017-05-10 07:52:57,10
20532,3,234846.0,0,2017-05-12 14:00:11,10
20603,3,342760.0,0,2017-05-08 01:34:45,10
20639,3,353787.0,1,2017-05-07 13:49:03,10
20818,3,234846.0,0,2017-05-08 12:56:51,5
20818,3,247789.0,0,2017-05-10 22:27:32,10
20905,3,234846.0,1,2017-05-13 11:57:12,10
20955,3,247789.0,1,2017-05-09 15:14:35,10
21002,3,353787.0,0,2017-05-08 09:27:43,10
21026,3,247789.0,0,2017-05-09 02:56:56,10
21064,5,234846.0,0,2017-05-13 14:32:16,4
21064,5,234846.0,0,2017-05-13 14:34:40,9
21064,5,247789.0,0,2017-05-13 14:34:40,10
21292,2,247789.0,0,2017-05-07 09:01:04,10
21295,2,146115.0,0,2017-05-08 14:56:36,9
21295,2,247789.0,0,2017-05-08 15:30:36,10
21306,2,98931.0,0,2017-05-10 04:44:58,10
21410,2,342760.0,0,2017-05-09 14:22:28,2
21410,2,342760.0,0,2017-05-11 13:28:38,7
21410,2,342760.0,0,2017-05-11 13:38:45,10
21449,5,342760.0,0,2017-05-06 07:55:07,1
21449,5,95766.0,0,2017-05-12 06:19:54,10
21586,1,95766.0,0,2017-05-09 13:52:19,8
21586,1,95766.0,0,2017-05-09 13:52:19,9
21586,1,146115.0,0,2017-05-09 14:26:50,10
21847,2,353787.0,0,2017-05-06 12:11:54,0
21847,2,143597.0,0,2017-05-10 00:54:13,6
21847,2,95766.0,0,2017-05-10 03:59:49,10
21876,2,247789.0,0,2017-05-11 07:18:35,10
21903,2,146115.0,0,2017-05-13 05:08:01,9
21903,2,234846.0,0,2017-05-13 05:08:01,10
22049,2,146115.0,0,2017-05-06 12:36:47,1
22049,2,234846.0,0,2017-05-11 12:55:15,7
22049,2,234846.0,0,2017-05-12 12:25:04,10
22072,2,143597.0,0,2017-05-08 02:41:16,0
22072,2,82527.0,0,2017-05-10 06:28:33,7
22072,2,82527.0,0,2017-05-10 06:28:33,8
22072,2,82527.0,0,2017-05-10 12:58:05,10
22231,5,146115.0,0,2017-05-08 02:35:22,3
22231,5,146115.0,1,2017-05-08 08:58:40,4
22231,5,146115.0,0,2017-05-08 08:58:40,6
22231,5,146115.0,1,2017-05-10 02:39:30,7
22231,5,146115.0,0,2017-05-12 14:12:42,9
22231,5,143597.0,1,2017-05-13 02:51:19,10
22606,4,353787.0,1,2017-05-12 11:20:27,5
22606,4,353787.0,0,2017-05-13 05:39:00,7
22606,4,247789.0,0,2017-05-13 06:12:29,10
22674,4,98931.0,0,2017-05-08 06:43:32,1
22674,4,98931.0,0,2017-05-08 06:43:32,2
22674,4,98931.0,1,2017-05-08 06:43:32,3
22674,4,98931.0,0,2017-05-09 10:10:45,4
22674,4,98931.0,0,2017-05-12 23:04:48,6
22674,4,98931.0,0,2017-05-12 23:04:48,7
22674,4,98931.0,0,2017-05-12 23:04:48,8
22674,4,98931.0,0,2017-05-13 02:17:49,9
22674,4,98931.0,0,2017-05-13 02:17:49,10
22747,5,247789.0,0,2017-05-10 02:06:55,2
22747,5,247789.0,0,2017-05-10 06:03:49,10
23228,3,234846.0,0,2017-05-07 23:43:36,0
23228,3,353787.0,0,2017-05-09 03:20:44,10
23354,4,454237.0,0,2017-05-13 02:04:39,10
23411,3,353787.0,0,2017-05-07 05:37:16,9
23411,3,353787.0,0,2017-05-07 05:37:16,10
24008,3,234846.0,0,2017-05-07 07:30:34,0
24008,3,234846.0,0,2017-05-07 13:17:51,1
24008,3,234846.0,0,2017-05-10 00:30:00,4
24008,3,234846.0,0,2017-05-13 06:58:01,10
24116,2,342760.0,0,2017-05-13 03:47:00,10
24252,3,146115.0,0,2017-05-08 11:54:10,10
24352,5,454237.0,0,2017-05-06 08:13:55,2
24352,5,234846.0,0,2017-05-07 03:29:38,5
24352,5,234846.0,0,2017-05-07 07:08:40,10
24415,4,353787.0,0,2017-05-06 05:14:06,3
24415,4,353787.0,0,2017-05-09 05:57:49,9
24415,4,353787.0,1,2017-05-09 08:53:01,10
24694,3,247789.0,0,2017-05-09 09:11:11,6
24694,3,247789.0,0,2017-05-11 09:22:28,10
24697,2,143597.0,0,2017-05-09 08:47:23,3
24697,2,82527.0,1,2017-05-09 08:50:22,5
24697,2,82527.0,0,2017-05-13 04:06:08,10
24713,2,247789.0,0,2017-05-08 07:14:36,1
24713,2,247789.0,0,2017-05-08 07:14:36,3
24713,2,95766.0,0,2017-05-08 07:26:31,6
24713,2,247789.0,0,2017-05-08 07:32:31,10
24802,3,146115.0,0,2017-05-13 14:31:48,10
24932,4,234846.0,0,2017-05-13 14:17:59,8
24932,4,82527.0,0,2017-05-13 14:17:59,10
24939,4,95766.0,0,2017-05-08 22:04:12,10
24979,5,247789.0,0,2017-05-10 19:38:30,9
24979,5,247789.0,0,2017-05-10 19:41:42,10
25024,5,234846.0,0,2017-05-07 02:04:18,0
25024,5,234846.0,0,2017-05-09 08:42:22,6
25024,5,234846.0,0,2017-05-09 08:42:22,7
25024,5,234846.0,0,2017-05-09 09:39:15,10
25038,5,234846.0,0,2017-05-07 09:56:55,10
25078,3,82527.0,0,2017-05-10 11:01:25,10
25130,3,82527.0,0,2017-05-09 23:28:44,1
25130,3,234846.0,0,2017-05-10 23:15:23,4
25130,3,82527.0,0,2017-05-10 23:15:23,5
25130,3,82527.0,0,2017-05-10 23:15:23,6
25130,3,82527.0,1,2017-05-11 23:24:08,8
25130,3,82527.0,0,2017-05-11 23:24:08,9
25130,3,82527.0,0,2017-05-13 04:44:23,10
25376,5,454237.0,0,2017-05-10 13:10:25,10
25397,3,234846.0,0,2017-05-08 16:22:53,0
25397,3,234846.0,0,2017-05-08 16:22:53,1
25397,3,234846.0,1,2017-05-08 16:28:38,6
25397,3,234846.0,1,2017-05-09 10:35:15,10
25584,6,247789.0,0,2017-05-09 17:06:15,0
25584,6,82527.0,0,2017-05-10 11:17:30,4
25584,6,82527.0,0,2017-05-10 16:01:06,6
25584,6,234846.0,0,2017-05-11 10:18:27,7
25584,6,82527.0,0,2017-05-12 05:42:45,10
25798,3,95766.0,0,2017-05-12 13:12:02,10
26007,5,247789.0,0,2017-05-09 00:52:36,5
26007,5,95766.0,0,2017-05-13 13:24:37,10
26171,2,146115.0,0,2017-05-06 12:23:49,4
26171,2,146115.0,0,2017-05-07 03:50:08,9
26171,2,146115.0,0,2017-05-07 03:50:08,10
26174,1,82527.0,0,2017-05-13 01:18:57,10
26179,2,82527.0,0,2017-05-13 13:46:23,6
26179,2,82527.0,0,2017-05-13 15:16:47,7
26179,2,82527.0,0,2017-05-13 15:16:47,8
26179,2,82527.0,0,2017-05-13 15:27:34,9
26179,2,82527.0,0,2017-05-13 15:27:34,10
26408,2,146115.0,0,2017-05-08 02:51:21,2
26408,2,146115.0,0,2017-05-08 07:58:43,4
26408,2,146115.0,0,2017-05-08 08:34:17,5
26408,2,146115.0,0,2017-05-08 10:20:12,10
26545,3,234846.0,0,2017-05-12 02:36:45,6
26545,3,234846.0,0,2017-05-13 14:40:05,10
